signal_date,exec_date,entry_date,direction,entry_price,exit_price,pnl,pnl_pct
2016-05-25,2016-05-26,2016-01-15,long,2.305,2.587,122342.73,0.122343
2016-06-13,2016-06-14,2016-05-26,short,2.587,2.725,-59869.85,-0.053344
2016-10-10,2016-10-11,2016-06-14,long,2.725,2.724,-389.9,-0.000367
2016-11-02,2016-11-03,2016-10-11,short,2.724,2.833,-42498.92,-0.040015
2016-11-14,2016-11-15,2016-11-03,long,2.833,2.705,-46066.63,-0.045182
2017-01-12,2017-01-13,2016-11-15,short,2.705,2.667,13676.03,0.014048
2017-03-09,2017-03-10,2017-01-13,long,2.667,2.688,7773.18,0.007874
2017-03-20,2017-03-21,2017-03-10,short,2.688,2.766,-28871.8,-0.029018
2017-05-04,2017-05-05,2017-03-21,long,2.766,2.731,-12224.63,-0.012654
2017-06-05,2017-06-06,2017-05-05,short,2.731,2.824,-32482.58,-0.034053
2017-06-20,2017-06-21,2017-06-06,long,2.824,2.742,-26754.17,-0.029037
2017-07-27,2017-07-28,2017-06-21,short,2.742,2.74,652.54,0.000729
2017-10-11,2017-10-12,2017-07-28,long,2.74,2.729,-3594.21,-0.004015
2017-12-29,2018-01-02,2017-10-12,short,2.729,2.724,1633.73,0.001832
2018-02-05,2018-02-06,2018-01-02,long,2.724,2.721,-983.84,-0.001101
2018-10-11,2018-10-12,2018-02-06,short,2.721,2.708,4263.3,0.004778
2018-11-13,2018-11-14,2018-10-12,long,2.708,2.684,-7946.28,-0.008863
2018-12-10,2018-12-11,2018-11-14,short,2.684,2.767,-27480.88,-0.030924
2019-02-28,2019-03-01,2018-12-11,long,2.767,2.821,16806.51,0.019516
2019-05-13,2019-05-14,2019-03-01,short,2.821,2.865,-13694.19,-0.015597
2019-10-14,2019-10-15,2019-05-14,long,2.865,3.361,149629.29,0.173124
2019-12-25,2019-12-26,2019-10-15,short,3.361,3.357,1206.69,0.00119
2020-03-03,2020-03-04,2019-12-26,long,3.357,3.607,75597.72,0.074471
2020-04-23,2020-04-24,2020-03-04,short,3.607,3.775,-50801.67,-0.046576
2020-08-12,2020-08-13,2020-04-24,long,3.775,4.04,73001.16,0.070199
2020-12-18,2020-12-21,2020-08-13,short,4.04,3.897,39393.08,0.035396
2021-01-11,2021-01-12,2020-12-21,long,3.897,3.767,-38440.12,-0.033359
2021-04-16,2021-04-19,2021-01-12,short,3.767,3.676,26908.08,0.024157
2021-06-17,2021-06-18,2021-04-19,long,3.676,3.622,-16757.99,-0.01469
2021-08-30,2021-08-31,2021-06-18,short,3.622,3.697,-23274.98,-0.020707
2021-09-17,2021-09-22,2021-08-31,long,3.697,3.631,-19650.96,-0.017852
2021-11-09,2021-11-10,2021-09-22,short,3.631,3.679,-14291.61,-0.013219
2021-11-24,2021-11-25,2021-11-10,long,3.679,3.609,-20298.08,-0.019027
2022-01-20,2022-01-21,2021-11-25,short,3.609,3.677,-19718.13,-0.018842
2022-03-16,2022-03-17,2022-01-21,long,3.677,3.829,42445.6,0.041338
2022-07-29,2022-08-01,2022-03-17,short,3.829,3.752,21502.05,0.02011
2023-02-10,2023-02-13,2022-08-01,long,3.752,4.005,73549.39,0.067431
2023-03-14,2023-03-15,2023-02-13,short,4.005,4.142,-39827.14,-0.034207
2023-09-28,2023-10-09,2023-03-15,long,4.142,4.391,67598.06,0.060116
2023-10-19,2023-10-20,2023-10-09,short,4.391,4.605,-58096.33,-0.048736
2024-06-11,2024-06-12,2023-10-20,long,4.605,5.253,159567.61,0.140717
2024-07-12,2024-07-15,2024-06-12,short,5.253,5.467,-52696.71,-0.040739
2024-07-25,2024-07-26,2024-07-15,long,5.467,5.311,-35407.04,-0.028535
2024-09-20,2024-09-23,2024-07-26,short,5.311,5.725,-93964.84,-0.077951
2024-11-07,2024-11-08,2024-09-23,long,5.725,5.888,31645.16,0.028472
2024-11-22,2024-11-25,2024-11-08,short,5.888,6.013,-24267.76,-0.02123
2025-05-13,2025-05-14,2024-11-25,long,6.013,7.265,232960.01,0.208216
2025-09-01,2025-09-02,2025-05-14,short,7.265,7.75,-90244.09,-0.066758
2026-02-02,2026-02-03,2025-09-02,long,7.75,10.105,383350.43,0.303871
,2026-07-31,2026-02-03,short,10.105,8.433,272170.67,0.165463
