signal_date,exec_date,entry_date,direction,entry_price,exit_price,pnl,pnl_pct
2018-01-29,2018-01-30,2016-03-11,long,3026.4368,4251.5706,405019.39,0.403968
2019-03-08,2019-03-11,2019-02-12,long,3335.3606,3650.8125,134149.32,0.093921
2019-07-08,2019-07-09,2019-07-02,long,3942.4257,3774.7641,-67648.27,-0.043102
2020-02-26,2020-02-27,2020-02-13,long,3999.5495,4067.4408,24787.19,0.016365
2020-05-22,2020-05-25,2020-05-11,long,3998.0972,3800.1796,-77304.87,-0.050073
2022-07-11,2022-07-12,2022-06-13,long,4218.2327,4296.6215,27142.35,0.017972
2022-11-28,2022-11-29,2022-11-16,long,3877.6781,3766.5702,-45172.93,-0.029236
2024-04-12,2024-04-15,2024-02-22,long,3486.6826,3473.5047,-6681.69,-0.004377
2024-10-08,2024-10-09,2024-09-25,long,3465.4882,3942.5118,209534.53,0.136967
2025-05-27,2025-05-28,2025-05-14,long,3960.5228,3833.9582,-57077.23,-0.032537
2026-05-14,2026-05-15,2026-04-21,long,4776.8258,4832.6899,19061.56,0.011088
