er_period,fast,slow,multiplier,total_return,annual_return,max_dd,max_dd_days,sharpe,calmar,daily_vol,n_trades,win_rate,profit_factor,avg_hold_days
5,2,15,3.0,-0.37504978000000005,-0.04506472095421854,-0.4039149819431521,2563,-0.4824320793984699,-0.11156981783003297,0.13792652323709603,36,0.3055555555555556,1.4670570770145768,51.333333333333336
5,2,15,3.5,-0.25402204000000006,-0.028337691183778713,-0.3781923927578584,1766,-0.3506602662004842,-0.07492929981254862,0.1396135348277984,29,0.3448275862068966,1.3739142009256162,67.10344827586206
5,2,15,4.0,-0.20421061999999998,-0.022157233923111308,-0.36902225965461394,1323,-0.30683516494964663,-0.06004308234373003,0.13912787164977072,24,0.2916666666666667,1.9492404714680018,83.08333333333333
5,2,15,4.5,-0.25864872,-0.028930497773114183,-0.4160997121654404,1323,-0.3476604062972479,-0.0695278004941553,0.14174050813646696,21,0.3333333333333333,1.41889357280628,96.47619047619048
5,2,15,5.0,-0.24315795999999995,-0.026958630574227094,-0.4351860120537942,1323,-0.33817842372056106,-0.0619473738298709,0.1403147408844073,19,0.3157894736842105,1.4950046145056621,106.63157894736842
5,3,6,2.0,-0.6879049399999999,-0.10794164564289388,-0.6883287530406095,2563,-1.0111301582342016,-0.156816993574763,0.133739260915427,72,0.2916666666666667,1.0493479925521938,26.541666666666668
5,3,6,2.5,-0.36128428,-0.04302165950937109,-0.44365768116914156,2563,-0.5111955544191585,-0.09697039256933178,0.12852375252825818,48,0.375,1.125688539850819,37.8125
5,3,6,3.0,-0.18094418000000004,-0.01938915460589985,-0.29710198854895997,1323,-0.29089201988121505,-0.06526093851002507,0.1376799739403118,34,0.38235294117647056,1.3353940162890108,56.35294117647059
5,3,6,3.5,-0.33277278000000005,-0.03891334226831322,-0.457915861971028,1766,-0.41985371967549423,-0.08497924072954528,0.1418949468986949,29,0.3103448275862069,1.5078517530335172,68.86206896551724
5,3,6,4.0,-0.17333193000000005,-0.018498889487881365,-0.3529822322934148,1323,-0.28059756914443346,-0.052407423930914035,0.13892914893937158,24,0.2916666666666667,2.0232789631892767,83.16666666666667
5,3,6,4.5,-0.16007375,-0.016965828766734914,-0.37244508740422266,1323,-0.263903209502192,-0.045552564231627346,0.1408281119171734,20,0.35,1.5380156095325102,102.3
5,3,6,5.0,-0.08366956999999994,-0.00853453558522177,-0.41316244394348856,1323,-0.2032667075947019,-0.020656610276003462,0.1408319789144352,17,0.4117647058823529,1.2635809386615628,123.23529411764706
5,3,7,2.0,-0.68299003,-0.10657330629002537,-0.6844336778633097,2064,-0.9998844172958528,-0.1557102020793744,0.13371456417920805,72,0.2916666666666667,1.0772896218864922,26.430555555555557
5,3,7,2.5,-0.37603760999999997,-0.04521288980986149,-0.45650831497692496,2563,-0.512902547408339,-0.09904067095064163,0.13173749984561184,48,0.375,1.107850438974977,38.479166666666664
5,3,7,3.0,-0.19927926,-0.021564494971215153,-0.310001293136816,1766,-0.30753956037991104,-0.06956259682987154,0.13751936769072454,34,0.38235294117647056,1.3041928647224996,56.088235294117645
5,3,7,3.5,-0.30736595999999994,-0.03538369343999903,-0.4321184859943566,1766,-0.39016604338645916,-0.08188423913079511,0.14292281855301273,29,0.3103448275862069,1.5591325770596998,69.41379310344827
5,3,7,4.0,-0.17438556000000005,-0.018621671272860074,-0.3581957146621545,1323,-0.2816860515552306,-0.05198742059330272,0.13886711380093764,24,0.2916666666666667,2.021854083850116,83.04166666666667
5,3,7,4.5,-0.17242356000000006,-0.01839314840712314,-0.37426029118916865,1323,-0.27384306146083565,-0.04914533772386337,0.14095710614991053,20,0.35,1.4842362965664457,102.8
5,3,7,5.0,-0.09335665000000003,-0.009567616207096008,-0.4188396404082973,1323,-0.21139022501169072,-0.022843148747260913,0.14054318572391733,17,0.4117647058823529,1.2461892846365463,122.6470588235294
5,3,8,2.0,-0.6549392900000001,-0.09911169445752055,-0.6805750873829941,2064,-0.9498722827644294,-0.1456293306865424,0.13221993507443763,71,0.29577464788732394,1.1104286083988117,26.704225352112676
5,3,8,2.5,-0.36837360999999996,-0.04406883585835841,-0.4498327218084829,2563,-0.5019222462002275,-0.09796716361848128,0.13213098695777434,48,0.375,1.1185003522777766,39.395833333333336
5,3,8,3.0,-0.0666915,-0.006747436247748206,-0.29183752092559506,1323,-0.19460054120742865,-0.02312052345547606,0.13903593329417055,33,0.3939393939393939,1.4312326013259185,58.333333333333336
5,3,8,3.5,-0.26630421,-0.029918747442798987,-0.39845250024490736,1766,-0.3492689174325257,-0.07508736279584026,0.14332363795885897,28,0.2857142857142857,1.9431615113785985,72.5
5,3,8,4.0,-0.30388131000000007,-0.034908726829816494,-0.43678805453439273,1766,-0.39522753240243974,-0.07992143207082092,0.140665103246832,25,0.28,1.8274085568926752,79.84
5,3,8,4.5,-0.17182906000000006,-0.01832400080721197,-0.37426029540308553,1323,-0.27337179345437,-0.048960579127093,0.14094737893472947,20,0.35,1.485274277506032,102.65
5,3,8,5.0,-0.10524340000000003,-0.010848971206893987,-0.4179072885903248,1323,-0.22084450854982413,-0.025960234490021664,0.14044825365450989,17,0.4117647058823529,1.225584555258507,121.94117647058823
5,3,10,2.0,-0.6782723,-0.1052777433909583,-0.7003278406303086,2064,-0.9970561186553079,-0.1503263718549391,0.13277394000263004,72,0.2916666666666667,1.0922057206713867,26.444444444444443
5,3,10,2.5,-0.37662130000000005,-0.04530053944246226,-0.4572800413613354,2563,-0.5086687273469277,-0.0990652015067207,0.13274932121604127,47,0.3617021276595745,1.1666547473485454,40.93617021276596
5,3,10,3.0,-0.07326018000000005,-0.0074353458558596985,-0.29183751383427786,1323,-0.19950043015721458,-0.025477690507197493,0.1390699699369804,33,0.3939393939393939,1.418947128353354,58.333333333333336
5,3,10,3.5,-0.26992888,-0.03038990535882591,-0.39845249891260154,1766,-0.35509160491599556,-0.07626983251896174,0.14262495519019452,28,0.25,2.316886791239599,71.46428571428571
5,3,10,4.0,-0.30806743000000003,-0.03547956609041891,-0.44049734544119884,1766,-0.39939488682491703,-0.08054433575503808,0.14067510617397808,25,0.28,1.812478013118021,79.84
5,3,10,4.5,-0.1711935,-0.018250126924094,-0.3726412823137523,1323,-0.2725994025139389,-0.04897505400039914,0.14102850505393075,20,0.35,1.4863154351836474,103.0
5,3,10,5.0,0.008485910000000032,0.0008292369635958252,-0.3521367463511835,1323,-0.1417502493180502,0.0023548719984163,0.13822678189317397,16,0.4375,1.291170421227591,126.25
5,3,15,2.0,-0.6987911,-0.1110429774066568,-0.7194897290227722,2064,-1.0427979189132086,-0.15433573674147924,0.1331036067169076,72,0.2777777777777778,1.1027936222224926,26.625
5,3,15,2.5,-0.45521029,-0.057837107738747284,-0.5158393891445788,2563,-0.615380273419617,-0.11212231744198342,0.13147684170499813,48,0.3541666666666667,1.0870370347339764,38.416666666666664
5,3,15,3.0,-0.055463020000000016,-0.005581574163715852,-0.29183751984363343,1323,-0.18650589594971978,-0.019125622252774283,0.13888917672604967,33,0.42424242424242425,1.2817341117236736,59.09090909090909
5,3,15,3.5,-0.25471068999999996,-0.02842571601737698,-0.38591335877159977,1766,-0.3413202554571819,-0.0736582846156423,0.1425023492983691,28,0.25,2.357541977420697,71.25
5,3,15,4.0,-0.29528367000000005,-0.03374595625150456,-0.4439516161803896,1766,-0.386263266325831,-0.07601268926970786,0.140771790933478,24,0.3333333333333333,1.4422178860559867,83.79166666666667
5,3,15,4.5,-0.14453614,-0.015196729227733075,-0.3744392445369151,1323,-0.2486148154064038,-0.04058530041776875,0.14173929671997473,19,0.3684210526315789,1.4167802600122226,110.15789473684211
5,3,15,5.0,0.0020641500000000233,0.00020228970167179838,-0.35626216193731486,1323,-0.1461213761739383,0.0005678113571527467,0.13830547451856443,16,0.4375,1.2772144023039442,126.6875
5,4,6,2.0,-0.65995425,-0.10040452838976877,-0.664071803342125,2563,-0.9523039309843302,-0.15119528925103462,0.13324120981650936,72,0.2916666666666667,1.1716230446582299,26.73611111111111
5,4,6,2.5,-0.43445702,-0.054375538569829684,-0.4521016173715609,2563,-0.5764271251394948,-0.12027282469361529,0.1335245988259886,50,0.34,1.2294773945740964,38.2
5,4,6,3.0,-0.06384667000000004,-0.0064508636588677115,-0.2959233737567694,1323,-0.18744073394017927,-0.021799101493651933,0.14116380099329545,33,0.3939393939393939,1.441293258207865,61.93939393939394
5,4,6,3.5,-0.21000443000000005,-0.02285788486583551,-0.3522930543146121,1766,-0.29778993968928635,-0.06488315504915541,0.14361176573582854,27,0.3333333333333333,1.6460690855523743,76.0
5,4,6,4.0,-0.19108045999999995,-0.020586265226612332,-0.3830875714352154,1766,-0.2888657824036863,-0.05373775283151861,0.14120602901805587,24,0.3333333333333333,1.681581830378904,84.91666666666667
5,4,6,4.5,-0.18347547999999997,-0.01968684805562948,-0.3979133327892168,1766,-0.2744491418968801,-0.0494752159160699,0.14390715338912657,20,0.35,1.5286189900829352,106.85
5,4,6,5.0,0.0683523600000001,0.006506728614859458,-0.3305558149311249,1323,-0.10020689932660683,0.019684205574224158,0.13858596345389868,16,0.4375,1.406799400923544,127.75
5,4,7,2.0,-0.62094362,-0.09076960959880198,-0.6514298969069671,2064,-0.8836375118689719,-0.13933902946392573,0.13177419178745997,71,0.30985915492957744,1.1473413014260945,27.35211267605634
5,4,7,2.5,-0.35541269999999997,-0.04216226560522862,-0.4326592906485006,2563,-0.4817870164160989,-0.09744911646767786,0.13321299366614314,48,0.3541666666666667,1.263316591488682,40.8125
5,4,7,3.0,-0.018100900000000024,-0.0017902270027119194,-0.29592338016831576,1323,-0.15352960480449854,-0.006049630149850516,0.1415274980052833,32,0.40625,1.4418508893302378,64.53125
5,4,7,3.5,-0.17370359999999999,-0.01854218487677728,-0.32207550736955703,1766,-0.26823786842010816,-0.05757092499275811,0.14322044483935062,27,0.2962962962962963,2.062087618840223,75.37037037037037
5,4,7,4.0,-0.19979597999999998,-0.0216264489569028,-0.3845333956559532,1766,-0.29641276597298943,-0.0562407562027519,0.14119863317522918,24,0.3333333333333333,1.6655344135786243,84.79166666666667
5,4,7,4.5,-0.21005359999999998,-0.02286385084745146,-0.4068620022571488,1766,-0.2976610465769375,-0.05619559143053333,0.14369273290255996,20,0.35,1.4668753011579319,106.15
5,4,7,5.0,0.061759810000000054,0.005895781499134278,-0.3198549800775993,1323,-0.10517569517527324,0.0184326706362487,0.13825149195513514,16,0.4375,1.3877658001820632,125.3125
5,4,8,2.0,-0.6239293,-0.09147462308237153,-0.6504739232636859,2064,-0.8838220409968769,-0.14062765594569424,0.13251305134478236,71,0.323943661971831,1.0699453863406656,27.91549295774648
5,4,8,2.5,-0.37307855000000006,-0.044769677964280996,-0.4339096173451703,2563,-0.5011295719059405,-0.1031774272213635,0.13344676965597216,48,0.3541666666666667,1.2397807914151102,41.020833333333336
5,4,8,3.0,-0.05268766000000003,-0.0052953335951870795,-0.30121667686961073,1323,-0.17931322309633424,-0.01757981546778467,0.14111451521377177,32,0.375,1.5814840218406883,64.21875
5,4,8,3.5,-0.16810391000000002,-0.017891736800606295,-0.33551822635300865,1766,-0.2643903991932013,-0.05332567769889755,0.1429468244966491,27,0.25925925925925924,2.492771179046484,74.81481481481481
5,4,8,4.0,-0.19857706999999994,-0.021480361168794926,-0.3835958928137559,1766,-0.29535757154276154,-0.055997370074095415,0.1411979647004477,24,0.3333333333333333,1.6692246727285072,84.75
5,4,8,4.5,-0.22735708999999996,-0.024984439539448067,-0.41985447324259545,1766,-0.3135067958471254,-0.05950737965583577,0.14346380830508262,20,0.35,1.414714457247021,105.45
5,4,8,5.0,-0.09183773999999999,-0.009404975613985567,-0.3750234653529095,1766,-0.21208007978082372,-0.025078365710090096,0.1397996849600631,17,0.4117647058823529,1.2359474577919465,118.0
5,4,10,2.0,-0.61245601,-0.0887924292427491,-0.6395881938699689,2064,-0.8688708272373291,-0.1388274988402944,0.13154953045604495,70,0.3142857142857143,1.1222072794365883,27.614285714285714
5,4,10,2.5,-0.27517083,-0.031075033177320632,-0.3729947038546218,2064,-0.3891821349722687,-0.08331226383694826,0.13480236401224216,46,0.3695652173913043,1.296826182223641,43.41304347826087
5,4,10,3.0,-0.024684910000000032,-0.0024487921034854754,-0.30143933885716667,1323,-0.15948989239352226,-0.008123664657603981,0.14091572093284588,32,0.40625,1.4318921769451565,64.5625
5,4,10,3.5,-0.15953354000000003,-0.016903827496419388,-0.33551822413436627,1766,-0.2574336302653988,-0.050381249900899115,0.14291955982255786,27,0.25925925925925924,2.5164686115312658,74.74074074074075
5,4,10,4.0,-0.29306914,-0.03344852928246511,-0.4194160031583937,1766,-0.37584532248236213,-0.0797502456524845,0.1430095136832988,25,0.32,1.5793210566454532,82.0
5,4,10,4.5,-0.15427491000000004,-0.016302151873392234,-0.41237860653340047,1766,-0.2524361773789945,-0.03953200193975593,0.14321372200899193,19,0.3684210526315789,1.439419640338221,111.15789473684211
5,4,10,5.0,-0.18310668999999993,-0.01964342476497305,-0.39183464512218674,1766,-0.2876101776369534,-0.05013192429385001,0.1394012569816782,18,0.3888888888888889,1.1882844893566031,109.38888888888889
5,4,15,2.0,-0.5324706,-0.07186599458290432,-0.5642637579891624,2064,-0.7254119131223916,-0.12736241441238305,0.13210532978810313,67,0.3582089552238806,1.0218726453815867,28.970149253731343
5,4,15,2.5,-0.26029934,-0.02914279594901026,-0.3959404657608139,2064,-0.36697364306941643,-0.073603984611705,0.1367855082022732,46,0.3695652173913043,1.345690553753462,43.82608695652174
5,4,15,3.0,-0.18025751,-0.019308541887503083,-0.32330180413827014,1766,-0.27245667302354043,-0.05972296362208106,0.14362305414151783,34,0.38235294117647056,1.3290143580495248,61.3235294117647
5,4,15,3.5,-0.14448808999999996,-0.015191303391971167,-0.31977283146170443,1766,-0.24540709158891952,-0.04750654807830495,0.14286422574713023,27,0.25925925925925924,2.564425684138361,74.81481481481481
5,4,15,4.0,-0.18646353000000002,-0.02003933064047858,-0.3928078877504078,1766,-0.2749369666536844,-0.0510156014311293,0.1445749689639377,23,0.34782608695652173,1.5922838258322796,91.73913043478261
5,4,15,4.5,-0.05192673999999999,-0.005216987178866428,-0.3490949779653326,1766,-0.18020771855676537,-0.014944320337328107,0.14054843571805617,18,0.3888888888888889,1.486073584363323,110.72222222222223
5,4,15,5.0,-0.02404927000000002,-0.002385037682491764,-0.344641375022889,1766,-0.16882661064060547,-0.006920346352301329,0.13653405287869189,16,0.4375,1.2130406514537775,118.3125
5,5,6,2.0,-0.51503203,-0.06852594430333536,-0.5586159819813532,2064,-0.7199855758029774,-0.12267093408298294,0.12875206520419585,69,0.36231884057971014,1.0582553177337832,28.391304347826086
5,5,6,2.5,-0.40335136,-0.049395972254785536,-0.4200724633081341,2563,-0.5300059252675176,-0.11758916989174867,0.13495135626691113,50,0.34,1.2952051896212846,40.7
5,5,6,3.0,-0.10157707999999996,-0.01045212398256612,-0.2818754205743812,1323,-0.22905683113856803,-0.03708065059829513,0.13616149627208493,33,0.36363636363636365,1.5689784938601703,58.84848484848485
5,5,6,3.5,-0.18870540000000002,-0.0203045582835637,-0.33906824278702064,1323,-0.2785251063623761,-0.05988339726736847,0.14398875376727657,28,0.2857142857142857,2.187128588130503,74.28571428571429
5,5,6,4.0,-0.15419079000000005,-0.01629255458096479,-0.3593405874763285,1766,-0.25836365677569484,-0.045340145669011185,0.14103804201205764,24,0.3333333333333333,1.7635310697571063,84.75
5,5,6,4.5,-0.09778367000000004,-0.01004305485098278,-0.3987187234683585,1766,-0.206270991064924,-0.025188320136111633,0.14398188363153183,19,0.3684210526315789,1.5737068216311902,113.0
5,5,6,5.0,-0.13628206999999995,-0.014268681847290576,-0.3504447405456127,1766,-0.2491418623957296,-0.04071592521284654,0.1391350509397311,18,0.3888888888888889,1.2890954817156632,109.33333333333333
5,5,7,2.0,-0.53029538,-0.0714432949052175,-0.5782582906680594,2064,-0.7480416263394157,-0.12354910609699923,0.12820903369190423,70,0.37142857142857144,0.9959570746020711,27.814285714285713
5,5,7,2.5,-0.35942606000000005,-0.042748913146591794,-0.43567744056344826,2563,-0.48290613338240673,-0.09812055701416611,0.13396546269446402,49,0.3469387755102041,1.3161852155672817,41.142857142857146
5,5,7,3.0,-0.24007822999999998,-0.026570945105950483,-0.3751487686484437,2108,-0.3427170380570415,-0.07082775508414484,0.1381302868884474,35,0.34285714285714286,1.4782545724251415,56.714285714285715
5,5,7,3.5,-0.11375896999999997,-0.011776396752508078,-0.3418048058649529,1766,-0.21943622764117704,-0.034453572771475115,0.14355244621369478,27,0.3333333333333333,1.881434434444996,75.85185185185185
5,5,7,4.0,-0.09118457999999996,-0.009335112507100174,-0.3588803683441774,1766,-0.20684850082221073,-0.02601176695780559,0.14167164199656712,23,0.34782608695652173,1.7732447278098158,89.8695652173913
5,5,7,4.5,-0.14097929000000003,-0.014795828458133875,-0.4009003238512271,1766,-0.24180543838432922,-0.03690650163611382,0.143193876321202,19,0.3684210526315789,1.4508470424909021,109.84210526315789
5,5,7,5.0,-0.13743743999999994,-0.014398103298244203,-0.35131362873420535,1766,-0.2468602361683715,-0.04098361725994248,0.14029545912091246,18,0.3888888888888889,1.2880523661298646,110.11111111111111
5,5,8,2.0,-0.5486073100000001,-0.07505834170874137,-0.586668923857542,2064,-0.7676197152243911,-0.12793986293872187,0.12976042628752604,71,0.36619718309859156,0.9892373528887218,27.619718309859156
5,5,8,2.5,-0.28407303,-0.032248864710033964,-0.39333791042380484,2064,-0.3959793932058026,-0.08198768502961534,0.13535998062601665,47,0.3617021276595745,1.359680881221752,43.59574468085106
5,5,8,3.0,-0.24146425,-0.02674524568230663,-0.3852925068335945,2108,-0.34313249342712326,-0.06941543167320857,0.13838328848196707,35,0.34285714285714286,1.4631636820609493,57.4
5,5,8,3.5,-0.09182080000000005,-0.009403163110370483,-0.3418048058649529,1766,-0.20439959302342384,-0.02751033030847926,0.14286586498171402,27,0.3333333333333333,1.9205311682950326,75.66666666666667
5,5,8,4.0,-0.20306729000000004,-0.022019513702052573,-0.4038820034198298,1766,-0.2890134760481944,-0.05451967038789691,0.1445466744919064,24,0.3333333333333333,1.666358732958813,87.91666666666667
5,5,8,4.5,-0.14484115000000003,-0.015231177557357256,-0.40090032468343134,1766,-0.24492707301074712,-0.03799243008691616,0.14318091865623173,19,0.3684210526315789,1.4438267229331319,109.63157894736842
5,5,8,5.0,-0.13547710999999998,-0.014178604642247739,-0.34983937051149827,1766,-0.24527654188479014,-0.04052889936749336,0.14029416742540407,18,0.3888888888888889,1.296181441108581,109.94444444444444
5,5,10,2.0,-0.45624237,-0.05801234167167346,-0.5064474877366466,1335,-0.6341153849682031,-0.11454759491637553,0.12854222240423305,67,0.3880597014925373,1.0007148170135083,28.925373134328357
5,5,10,2.5,-0.34975698,-0.04134111603610868,-0.46188334816276394,2064,-0.4602566042874528,-0.08950553467786071,0.13658728128441755,48,0.375,1.206234969057892,42.708333333333336
5,5,10,3.0,-0.23301007999999995,-0.025686516266678505,-0.38425247212136343,2108,-0.33629294693993206,-0.06684801824401952,0.13808721816450253,35,0.37142857142857144,1.308594994812754,57.371428571428574
5,5,10,3.5,-0.08696808999999997,-0.008885196264336037,-0.331241891660258,1323,-0.20030399867627263,-0.026823890600918433,0.1430484511864152,27,0.2962962962962963,2.2900664563341566,75.88888888888889
5,5,10,4.0,-0.18192504000000004,-0.019504410011420448,-0.38806727409488245,1766,-0.2716840923525074,-0.050260383478385295,0.14439194774623562,23,0.34782608695652173,1.6010673320922157,91.8695652173913
5,5,10,4.5,0.0008548199999999488,8.381924718880995e-05,-0.33196032295790157,1766,-0.14166172794277793,0.00025249778781375544,0.14091493871264996,18,0.3888888888888889,1.5894380239687844,111.44444444444444
5,5,10,5.0,-0.008043079999999958,-0.0007918432805885667,-0.3455180199548792,1766,-0.146903926349102,-0.002291756825568671,0.14139030087061966,16,0.4375,1.2636941620722708,126.5625
5,5,15,2.0,-0.45792638,-0.05829891004251486,-0.4853647651911829,2064,-0.6312445014476774,-0.1201136016116687,0.12942716041992336,66,0.3787878787878788,1.0360958920476167,29.924242424242426
5,5,15,2.5,-0.35267565,-0.04176406749109518,-0.4582562108661103,2064,-0.4651361032484314,-0.09113693715609558,0.13621220983437005,47,0.3829787234042553,1.164324414260341,42.787234042553195
5,5,15,3.0,-0.26032939,-0.029146664855388082,-0.4015993271496879,2108,-0.3624146945557247,-0.0725764783080034,0.13798772349286115,35,0.37142857142857144,1.267521087435051,56.542857142857144
5,5,15,3.5,-0.03948376000000001,-0.003943804890265912,-0.3312418959125981,1323,-0.16342564524289008,-0.01190611736900132,0.1440341923976387,26,0.3076923076923077,2.2866225671566807,80.61538461538461
5,5,15,4.0,-0.13697183999999996,-0.014345929237062793,-0.4029539242163266,1766,-0.2382269285254463,-0.03560190973437736,0.14331341539301998,22,0.3181818181818182,1.9153474811837503,95.95454545454545
5,5,15,4.5,0.02798291000000003,0.0027108817793797257,-0.3319603301090986,1766,-0.12474462872029,0.008166282334063217,0.1400152010601491,18,0.3888888888888889,1.6674478269978867,111.22222222222223
5,5,15,5.0,0.017510969999999973,0.0017042819913164475,-0.3424625589737303,1766,-0.13006017053518806,0.004976549834889192,0.14097593879641476,16,0.4375,1.31694434241226,125.875
10,2,6,2.0,-0.60925992,-0.0880580134460427,-0.6145257306772294,2558,-0.8909580735340882,-0.1432942658869623,0.1279344403005346,71,0.30985915492957744,1.1090755392547764,26.788732394366196
10,2,6,2.5,-0.33317768999999997,-0.038970569483413486,-0.47094620316386115,2558,-0.46356787973067337,-0.08274951410926665,0.13171513197605975,47,0.3617021276595745,1.2496883315402927,40.53191489361702
10,2,6,3.0,-0.32504740000000004,-0.037827446467499026,-0.37788136554544527,2558,-0.42799520432210614,-0.10010402712739687,0.13785595782458343,36,0.3333333333333333,1.3908020736244022,53.97222222222222
