ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
000852.SH,20241203,6303.2758,6318.966,6342.3568,6239.4398,6313.6077,-10.3319,-0.1636,326652363.0,377825590.965
000852.SH,20241204,6204.9448,6301.0479,6303.5046,6175.8385,6303.2758,-98.331,-1.56,299202098.0,351416845.5979
000852.SH,20241205,6285.6007,6186.1227,6302.3554,6186.1227,6204.9448,80.6559,1.2999,288535617.0,340682850.4346
000852.SH,20241206,6349.6211,6291.3019,6384.6567,6229.2124,6285.6007,64.0204,1.0185,349030963.0,392887681.462
000852.SH,20241209,6303.2721,6346.5948,6371.098,6257.5422,6349.6211,-46.349,-0.7299,293773287.0,336347274.0961
000852.SH,20241210,6362.0203,6493.5374,6497.8893,6352.762,6303.2721,58.7482,0.932,374209206.0,453736859.9848
000852.SH,20241211,6447.3744,6343.7811,6454.9713,6343.7811,6362.0203,85.3541,1.3416,331351956.0,392600350.4362
000852.SH,20241212,6490.1455,6454.942,6493.71,6390.5886,6447.3744,42.7711,0.6634,342326053.0,407629783.9325
000852.SH,20241213,6354.9883,6447.2029,6460.9385,6351.3009,6490.1455,-135.1572,-2.0825,361985513.0,430631043.5189
000852.SH,20241216,6277.5162,6355.6283,6367.8085,6248.1579,6354.9883,-77.4721,-1.2191,310215173.0,379382275.6771
000852.SH,20241217,6143.9436,6262.4928,6269.1401,6133.1291,6277.5162,-133.5726,-2.1278,274793959.0,325036282.6994
000852.SH,20241218,6195.8677,6156.6921,6242.5165,6121.0537,6143.9436,51.9241,0.8451,248024122.0,310421477.6318
000852.SH,20241219,6207.1862,6127.2202,6223.8046,6108.3942,6195.8677,11.3185,0.1827,251487924.0,320880949.1723
000852.SH,20241220,6271.7532,6195.6436,6320.9626,6191.0814,6207.1862,64.567,1.0402,243659085.0,344655611.8697
000852.SH,20241223,6096.3813,6271.7634,6276.9712,6086.912,6271.7532,-175.3719,-2.7962,258474975.0,333062018.4847
000852.SH,20241224,6164.3605,6110.7669,6165.2022,6066.226,6096.3813,67.9792,1.1151,216010918.0,281310588.1662
000852.SH,20241225,6094.6866,6158.6491,6159.5964,6037.7355,6164.3605,-69.6739,-1.1303,219027032.0,274581369.5473
000852.SH,20241226,6160.4518,6083.8873,6185.8068,6083.8873,6094.6866,65.7652,1.0791,206916739.0,280812700.3946
000852.SH,20241227,6171.5653,6164.67,6250.2013,6135.4787,6160.4518,11.1135,0.1804,237841554.0,313072970.9152
000852.SH,20241230,6145.928,6164.908,6192.5845,6097.1031,6171.5653,-25.6373,-0.4154,207712448.0,273573030.0153
000852.SH,20241231,5957.7172,6151.0339,6160.7327,5957.7172,6145.928,-188.2108,-3.0624,237990032.0,296970407.9687
000852.SH,20250102,5797.089,5948.6802,5982.5535,5743.1785,5957.7172,-160.6282,-2.6961,244125606.0,293717954.9498
000852.SH,20250103,5625.209,5808.5424,5826.0833,5609.7663,5797.089,-171.88,-2.9649,237093211.0,272348061.5165
000852.SH,20250106,5608.0344,5614.0281,5688.9223,5561.898,5625.209,-17.1746,-0.3053,203047676.0,234876628.4727
000852.SH,20250107,5692.041,5610.9462,5694.0046,5580.8851,5608.0344,84.0066,1.498,193912450.0,234287089.801
000852.SH,20250108,5661.7793,5664.3121,5706.6593,5501.4918,5692.041,-30.2617,-0.5316,225800830.0,272083991.6563
000852.SH,20250109,5672.7796,5629.8952,5714.4606,5629.8239,5661.7793,11.0003,0.1943,193320421.0,248219962.7493
000852.SH,20250110,5544.9158,5662.7667,5718.2122,5544.9158,5672.7796,-127.8638,-2.254,198014877.0,242988533.2226
000852.SH,20250113,5559.4725,5487.1249,5599.3268,5457.5095,5544.9158,14.5567,0.2625,169309190.0,201644040.9653
000852.SH,20250114,5811.0545,5580.8778,5814.7071,5562.1801,5559.4725,251.582,4.5253,235772869.0,291062201.2669
000852.SH,20250115,5775.5709,5805.898,5815.1483,5755.6247,5811.0545,-35.4836,-0.6106,204290325.0,258108817.5105
000852.SH,20250116,5801.3051,5810.0511,5906.4655,5753.764,5775.5709,25.7342,0.4456,216373239.0,268024992.5275
