ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
932000.CSI,20160104,2953.1497,3210.9299,3210.9299,2953.1497,3221.0948,-267.9451,-8.3184,27223905.01,50423803.75
932000.CSI,20160105,2872.1377,2779.8654,2928.3161,2779.8654,2953.1497,-81.012,-2.7432,38818272.56,67737687.811
932000.CSI,20160106,2959.8784,2884.6379,2959.8784,2862.9061,2872.1377,87.7407,3.0549,32457381.91,59650469.759
932000.CSI,20160107,2715.102,2905.9973,2905.9973,2713.8663,2959.8784,-244.7764,-8.2698,8771476.81,15593741.964
932000.CSI,20160108,2727.5869,2770.8629,2774.9708,2580.9334,2715.102,12.4849,0.4598,36752230.2,62279898.888
932000.CSI,20160111,2529.8184,2663.2281,2684.0334,2529.0918,2727.5869,-197.7685,-7.2507,32909538.43,52128944.348
932000.CSI,20160112,2530.7388,2517.8796,2561.0479,2468.6472,2529.8184,0.9204,0.0364,28207241.07,44772616.447
932000.CSI,20160113,2429.2719,2540.1239,2564.4567,2429.2719,2530.7388,-101.4669,-4.0094,25809302.49,41122991.552
932000.CSI,20160114,2518.6289,2344.8417,2520.289,2344.8417,2429.2719,89.357,3.6783,29157364.23,44545723.956
932000.CSI,20160115,2423.8541,2493.8568,2523.8044,2416.1631,2518.6289,-94.7748,-3.763,28256321.32,44618453.21
932000.CSI,20160118,2484.7507,2371.1741,2503.9595,2371.1741,2423.8541,60.8966,2.5124,25695579.88,41076526.329
932000.CSI,20160119,2583.0846,2476.5244,2585.9557,2476.5244,2484.7507,98.3339,3.9575,31657300.37,51143314.949
932000.CSI,20160120,2578.3155,2566.9202,2610.5271,2546.5721,2583.0846,-4.7691,-0.1846,32431793.45,53420260.755
932000.CSI,20160121,2466.2265,2534.9103,2597.1367,2466.2265,2578.3155,-112.089,-4.3474,30273178.79,49477031.526
932000.CSI,20160122,2511.8097,2493.542,2511.8097,2435.4225,2466.2265,45.5832,1.8483,25082444.48,40754425.849
932000.CSI,20160125,2546.4495,2530.9544,2562.4668,2516.0717,2511.8097,34.6398,1.3791,23618344.61,39779986.636
932000.CSI,20160126,2356.5528,2515.0312,2515.0312,2354.1728,2546.4495,-189.8967,-7.4573,28893815.4,44541320.52
932000.CSI,20160127,2326.5696,2362.2236,2362.2236,2206.7137,2356.5528,-29.9832,-1.2723,28941365.62,41750463.43
932000.CSI,20160128,2212.6776,2291.6274,2313.4335,2208.9029,2326.5696,-113.892,-4.8953,22366136.12,33164379.561
