signal_date,exec_date,entry_date,direction,entry_price,exit_price,pnl,pnl_pct
2016-12-12,2016-12-13,2016-03-07,long,7670.9569,8299.279,81452.44,0.08126
2017-04-18,2017-04-19,2017-02-27,long,8546.6197,7939.294,-77840.94,-0.071618
2017-11-02,2017-11-03,2017-08-18,long,7595.2715,7436.4304,-21803.16,-0.021501
2018-03-23,2018-03-26,2018-03-02,long,6672.9623,6257.9635,-62560.09,-0.062754
2019-01-31,2019-02-01,2018-11-14,long,4848.0583,4369.2712,-93639.77,-0.099299
2019-05-06,2019-05-07,2019-02-19,long,4988.2604,5214.8973,38073.22,0.044807
2019-11-26,2019-11-27,2019-09-06,long,5479.1152,5121.324,-58772.71,-0.065862
2020-02-03,2020-02-04,2019-12-18,long,5575.6487,4923.1872,-98075.42,-0.11755
2020-03-16,2020-03-17,2020-02-11,long,5666.7273,5436.5998,-30332.34,-0.041186
2020-09-10,2020-09-11,2020-07-01,long,6357.1034,6591.3068,25681.91,0.036219
2021-09-29,2021-09-30,2021-05-28,long,6735.5503,7237.5385,54830.74,0.073884
2022-01-21,2022-01-24,2021-11-30,long,8082.8967,7332.9977,-74539.18,-0.09332
2022-09-15,2022-09-16,2022-05-23,long,6345.0006,6480.0965,15042.39,0.020679
2023-05-12,2023-05-15,2022-11-07,long,6749.7555,6466.4489,-31648.02,-0.042548
2023-12-20,2023-12-21,2023-11-09,long,6160.979,5685.6421,-55734.59,-0.077706
2024-06-24,2024-06-25,2024-02-20,long,5058.2174,4814.6803,-32296.01,-0.048718
2024-10-11,2024-10-14,2024-09-27,long,5164.5422,5346.4244,21902.57,0.034596
2025-01-03,2025-01-06,2024-11-06,long,6368.8685,5561.898,-83417.68,-0.127229
2025-04-07,2025-04-08,2025-02-21,long,6456.9191,5426.0341,-91800.14,-0.16016
2026-03-23,2026-03-24,2025-06-26,long,6310.5358,7361.7928,80105.09,0.165888
2026-07-13,2026-07-14,2026-04-21,long,8358.1241,7657.6714,-47544.36,-0.084355
