signal_date,exec_date,entry_date,direction,entry_price,exit_price,pnl,pnl_pct
2016-02-29,2016-03-01,2016-02-29,long,2939.8745,2863.3228,-26678.5,-0.026623
2018-02-09,2018-02-12,2017-02-21,long,3490.0855,3828.0697,95144.82,0.096183
2019-02-25,2019-02-26,2019-02-12,long,3335.3606,3679.2705,112663.01,0.102448
2019-07-02,2019-07-03,2019-07-02,long,3942.4257,3878.8405,-20371.22,-0.016719
2020-02-13,2020-02-14,2020-02-13,long,3999.5495,3954.0233,-14474.35,-0.011976
2020-07-06,2020-07-07,2020-06-03,long,4018.6759,4688.0574,198938.51,0.165868
2022-10-28,2022-10-31,2022-06-16,long,4302.9212,3495.9509,-270341.5,-0.188028
2022-11-16,2022-11-17,2022-11-16,long,3877.6781,3776.5739,-31143.15,-0.026658
2024-02-26,2024-02-27,2024-02-22,long,3486.6826,3437.4422,-17035.65,-0.014714
2024-09-26,2024-09-27,2024-09-25,long,3465.4882,3596.5833,42803.42,0.037206
2025-09-18,2025-09-19,2025-05-13,long,3915.5924,4491.8437,176300.61,0.14648
2026-06-17,2026-06-18,2026-04-21,long,4776.8258,4916.0442,39683.98,0.028527
