signal_date,exec_date,entry_date,direction,entry_price,exit_price,pnl,pnl_pct
2016-02-01,2016-02-02,2016-01-21,long,8410.1548,7295.8018,-133123.52,-0.133021
2016-07-27,2016-07-28,2016-06-23,long,8547.3936,8431.117,-12384.51,-0.014195
2016-11-30,2016-12-01,2016-10-14,long,8918.7667,9021.9671,9457.08,0.010964
2017-03-29,2017-03-30,2017-02-22,long,8510.4179,8303.0008,-21830.92,-0.024957
2017-07-17,2017-07-18,2017-07-04,long,7540.9366,6988.5213,-63188.23,-0.073811
2017-09-25,2017-09-26,2017-08-01,long,7456.4085,7697.1067,25118.8,0.031661
2018-03-23,2018-03-26,2018-03-02,long,6672.9623,6257.9635,-51672.78,-0.062754
2018-11-23,2018-11-26,2018-11-13,long,4816.8396,4610.5842,-33797.29,-0.043394
2019-03-08,2019-03-11,2019-02-13,long,4766.1787,5645.1845,137282.28,0.183715
2019-09-25,2019-09-26,2019-08-23,long,5224.5707,5244.0766,2788.51,0.003131
2019-12-23,2019-12-24,2019-12-16,long,5476.9884,5386.9678,-15256.38,-0.017026
2020-02-28,2020-03-02,2020-02-11,long,5666.7273,5931.04,40597.0,0.046015
2020-07-15,2020-07-16,2020-06-02,long,6021.2651,6748.5027,111246.72,0.120106
2021-03-09,2021-03-10,2021-03-04,long,6534.6037,6069.9059,-75032.46,-0.071671
2021-08-17,2021-08-18,2021-08-05,long,7494.3309,7338.8182,-20862.14,-0.021338
2021-12-07,2021-12-08,2021-11-22,long,7948.0212,7803.4436,-18033.53,-0.018779
2022-08-24,2022-08-25,2022-05-16,long,6154.6976,6930.8387,118900.71,0.12543
2022-12-16,2022-12-19,2022-10-19,long,6533.5657,6367.4459,-27803.09,-0.02601
2023-02-17,2023-02-20,2023-01-09,long,6559.4607,6825.8738,41669.89,0.039991
2023-11-30,2023-12-01,2023-10-31,long,6013.733,6059.8028,7723.29,0.007056
2024-03-27,2024-03-28,2024-02-22,long,5152.0243,5262.2197,22970.91,0.020776
2024-10-09,2024-10-10,2024-09-26,long,4874.1321,5593.9827,167106.18,0.146999
2025-03-25,2025-03-26,2025-02-10,long,6218.066,6297.3288,15903.69,0.01214
2025-08-27,2025-08-28,2025-05-09,long,6153.5288,7216.7658,228552.21,0.172081
2025-10-14,2025-10-15,2025-10-10,long,7621.9758,7315.4827,-63588.48,-0.040788
2026-02-02,2026-02-03,2025-12-29,long,7637.9096,8023.2383,74734.89,0.049819
2026-05-21,2026-05-22,2026-04-17,long,8333.2215,8521.6952,34746.86,0.022004
