signal_date,exec_date,entry_date,direction,entry_price,exit_price,pnl,pnl_pct
2019-11-04,2019-11-05,2019-10-08,short,3818.5894,4030.6381,-27012.04,-0.055531
2019-11-22,2019-11-25,2019-11-05,long,4030.6381,3839.4201,-21795.54,-0.047441
2019-12-13,2019-12-16,2019-11-25,short,3839.4201,3987.5866,-16888.41,-0.038591
2020-01-23,2020-02-03,2019-12-16,long,3987.5866,3639.9089,-36684.23,-0.08719
2020-02-11,2020-02-12,2020-02-03,short,3639.9089,3984.4325,-36351.44,-0.094652
2020-02-28,2020-03-02,2020-02-12,long,3984.4325,3968.8435,-1360.38,-0.003912
2020-04-30,2020-05-06,2020-03-02,short,3968.8435,3937.6909,2718.55,0.007849
2020-07-16,2020-07-17,2020-05-06,long,3937.6909,4485.8214,48589.7,0.139201
2020-10-12,2020-10-13,2020-07-17,short,4485.8214,4845.9191,-31921.31,-0.080275
2021-02-24,2021-02-25,2020-10-13,long,4845.9191,5444.1646,45150.62,0.123453
2021-05-25,2021-05-26,2021-02-25,short,5444.1646,5344.2837,7538.18,0.018346
2021-06-16,2021-06-17,2021-05-26,long,5344.2837,5073.8211,-21175.26,-0.050608
2021-08-10,2021-08-11,2021-06-17,short,5073.8211,5059.7887,1098.64,0.002766
2021-08-20,2021-08-23,2021-08-11,long,5059.7887,4764.0089,-23285.86,-0.058457
2021-12-08,2021-12-09,2021-08-23,short,4764.0089,5114.5012,-27593.21,-0.073571
2021-12-20,2021-12-21,2021-12-09,long,5114.5012,4872.9491,-16410.28,-0.047229
2022-06-06,2022-06-07,2021-12-21,short,4872.9491,4198.0863,45848.04,0.138492
2022-07-15,2022-07-18,2022-06-07,long,4198.0863,4217.5064,1743.52,0.004626
2022-11-04,2022-11-07,2022-07-18,short,4217.5064,3792.7942,38130.31,0.100702
2023-02-08,2023-02-09,2022-11-07,long,3792.7942,4064.7489,29883.98,0.071703
2023-04-07,2023-04-10,2023-02-09,short,4064.7489,4132.2952,-7422.39,-0.016618
2023-04-21,2023-04-24,2023-04-10,long,4132.2952,3967.907,-17473.4,-0.039781
2023-06-16,2023-06-19,2023-04-24,short,3967.907,3957.0327,1155.87,0.002741
2023-06-26,2023-06-27,2023-06-19,long,3957.0327,3806.3242,-16107.38,-0.038086
2023-07-28,2023-07-31,2023-06-27,short,3806.3242,4064.3621,-27578.5,-0.067792
2023-08-11,2023-08-14,2023-07-31,long,4064.3621,3814.0711,-23353.86,-0.061582
2023-11-06,2023-11-07,2023-08-14,short,3814.0711,3628.4615,17318.64,0.048664
2023-11-29,2023-11-30,2023-11-07,long,3628.4615,3481.4515,-15120.39,-0.040516
2024-02-08,2024-02-19,2023-11-30,short,3481.4515,3403.8078,7985.87,0.022302
2024-06-11,2024-06-12,2024-02-19,long,3403.8078,3531.5657,13739.74,0.037534
2024-07-18,2024-07-19,2024-06-12,short,3531.5657,3545.3383,-1481.18,-0.0039
2024-07-25,2024-07-26,2024-07-19,long,3545.3383,3388.6601,-16719.07,-0.044193
2024-09-24,2024-09-25,2024-07-26,short,3388.6601,3465.4882,-8198.29,-0.022672
2024-10-11,2024-10-14,2024-09-25,long,3465.4882,3868.779,41126.87,0.116373
2025-02-07,2025-02-10,2024-10-14,short,3868.779,3906.3678,-3833.24,-0.009716
2025-04-03,2025-04-07,2025-02-10,long,3906.3678,3514.1165,-39231.26,-0.100413
2025-05-06,2025-05-07,2025-04-07,short,3514.1165,3863.6776,-34961.57,-0.099473
2025-11-21,2025-11-24,2025-05-07,long,3863.6776,4421.8123,45721.32,0.144457
2025-12-25,2025-12-26,2025-11-24,short,4421.8123,4676.131,-20833.3,-0.057515
2026-02-02,2026-02-03,2025-12-26,long,4676.131,4578.2087,-7149.07,-0.020941
2026-04-13,2026-04-14,2026-02-03,short,4578.2087,4701.2837,-8985.41,-0.026883
2026-06-08,2026-06-09,2026-04-14,long,4701.2837,4715.3907,975.99,0.003001
2026-06-22,2026-06-23,2026-06-09,short,4715.3907,5064.2654,-24136.91,-0.073986
2026-07-13,2026-07-14,2026-06-23,long,5064.2654,4649.0444,-24769.1,-0.08199
,2026-07-31,2026-07-14,short,4649.0444,4588.1968,3629.73,0.013088
