signal_date,exec_date,entry_date,direction,entry_price,exit_price,pnl,pnl_pct
2017-02-09,2017-02-10,2016-12-15,short,3327.1429,3422.3256,-28607.94,-0.028608
2017-03-06,2017-03-07,2017-02-21,long,3490.0855,3440.0574,-13924.27,-0.014334
2017-05-31,2017-06-01,2017-05-09,short,3327.5901,3499.8142,-49555.09,-0.051756
2017-08-18,2017-08-21,2017-06-01,long,3499.8142,3728.6157,59355.09,0.065375
2017-12-11,2017-12-12,2017-12-01,short,3984.3776,4070.1503,-20822.62,-0.021527
2018-03-15,2018-03-16,2018-02-07,short,4048.4228,4110.0451,-14406.14,-0.015221
2019-05-06,2019-05-07,2019-02-12,long,3335.3606,3671.8341,94024.75,0.100881
2019-06-14,2019-06-17,2019-05-07,short,3671.8341,3683.7743,-3336.59,-0.003252
2019-07-09,2019-07-10,2019-07-02,long,3942.4257,3774.2304,-43632.5,-0.042663
2020-02-25,2020-02-26,2020-02-04,short,3652.0035,4132.7817,-128895.65,-0.131648
2021-04-26,2021-04-27,2021-03-01,short,5345.9449,5095.9842,39752.81,0.046757
2022-08-03,2022-08-04,2022-06-13,long,4218.2327,4064.6594,-32400.5,-0.036407
2022-11-15,2022-11-16,2022-08-04,short,4064.6594,3877.6781,39448.83,0.046002
2022-11-25,2022-11-28,2022-11-16,long,3877.6781,3672.1306,-47548.08,-0.053008
2023-03-31,2023-04-03,2023-03-17,short,3945.2501,4094.9376,-32229.23,-0.037941
2024-03-26,2024-03-27,2024-02-22,long,3486.6826,3502.7866,3774.52,0.004619
2024-09-24,2024-09-25,2024-06-26,short,3442.2982,3465.4882,-5530.88,-0.006737
2024-12-23,2024-12-24,2024-09-25,long,3465.4882,3934.7338,110418.52,0.135405
2025-05-29,2025-05-30,2025-05-14,long,3960.5228,3829.2542,-30687.77,-0.033144
2026-07-03,2026-07-06,2026-04-21,long,4776.8258,4789.7956,2430.6,0.002715
