signal_date,exec_date,entry_date,direction,entry_price,exit_price,pnl,pnl_pct
2016-05-19,2016-05-20,2016-02-29,long,2939.8745,3041.5169,34023.35,0.033953
2017-05-10,2017-05-11,2017-02-21,long,3490.0855,3312.8921,-53768.05,-0.05134
2018-03-05,2018-03-06,2017-06-01,long,3499.8142,3998.9317,141116.67,0.141927
2019-05-09,2019-05-10,2019-02-12,long,3335.3606,3589.2906,86865.79,0.075487
2019-08-07,2019-08-08,2019-07-02,long,3942.4257,3646.9386,-93644.79,-0.075506
2020-03-30,2020-03-31,2020-02-13,long,3999.5495,3676.2024,-94004.69,-0.081397
2021-03-09,2021-03-10,2020-06-03,long,4018.6759,4981.6161,254045.41,0.238873
2022-07-25,2022-07-26,2022-06-16,long,4302.9212,4214.5343,-28347.99,-0.021129
2023-03-10,2023-03-13,2022-11-16,long,3877.6781,3962.6426,28095.73,0.021298
2024-06-19,2024-06-20,2024-02-22,long,3486.6826,3500.131,4444.87,0.003255
2024-10-28,2024-10-29,2024-09-25,long,3465.4882,3921.5795,180093.96,0.130931
2026-04-03,2026-04-07,2025-05-13,long,3915.5924,4420.6939,201140.1,0.12832
,2026-07-31,2026-04-21,long,4776.8258,4588.1968,-70901.14,-0.040065
